"日足・最新の選択","当日"," 8月26日","日足"
"市場","銘柄コード","銘柄名","始値","高値","安値","終値","出来高","","","","","","","","","","","","","","",""
"","","","実","実","実","実","        実","","","","","","","","","","","","","","",""
東１,5981,東京綱,185.0,191.0,183.0,187.0,1176000,,,,,,,,,,,,,,,
東２,5982,マルゼン,1045.0,1055.0,1040.0,1051.0,20000,,,,,,,,,,,,,,,
ＪＱ,5983,イワブチ,550.0,550.0,550.0,550.0,3000,,,,,,,,,,,,,,,
東２,5984,兼房,863.0,863.0,839.0,859.0,2600,,,,,,,,,,,,,,,
東１,5985,サンコール,643.0,657.0,633.0,637.0,36800,,,,,,,,,,,,,,,
東１,5986,モリテック,297.0,303.0,295.0,299.0,11800,,,,,,,,,,,,,,,
ＪＱ,5987,オーネックス,146.0,147.0,140.0,147.0,90000,,,,,,,,,,,,,,,
東１,5988,パイオラクス,5180.0,5390.0,5180.0,5350.0,24100,,,,,,,,,,,,,,,
ＪＱ,5989,エイチワン,643.0,643.0,621.0,635.0,22000,,,,,,,,,,,,,,,
ＪＱ,5990,スーパツール,458.0,459.0,446.0,459.0,49000,,,,,,,,,,,,,,,
東１,5991,ニッパツ,1112.0,1146.0,1106.0,1137.0,790300,,,,,,,,,,,,,,,
東１,5992,中発条,299.0,299.0,292.0,296.0,54000,,,,,,,,,,,,,,,
名２,5993,知多鋼,605.0,605.0,605.0,605.0,1000,,,,,,,,,,,,,,,
東２,5994,ファインシンタ,310.0,310.0,310.0,310.0,1000,,,,,,,,,,,,,,,
ＪＱ,5997,協立ＡＴ,630.0,664.0,615.0,639.0,25900,,,,,,,,,,,,,,,
東１,5998,アドバネクス,194.0,205.0,194.0,203.0,711000,,,,,,,,,,,,,,,
東１,6005,三浦工,1219.0,1284.0,1214.0,1271.0,347500,,,,,,,,,,,,,,,
東１,6013,タクマ,810.0,859.0,808.0,855.0,336000,,,,,,,,,,,,,,,
東２,6016,神発動,86.0,90.0,84.0,90.0,203000,,,,,,,,,,,,,,,
東２,6018,阪神燃,255.0,265.0,250.0,265.0,73000,,,,,,,,,,,,,,,
東２,6022,赤阪鉄,147.0,156.0,147.0,155.0,35000,,,,,,,,,,,,,,,
東２,6023,ダイハツデ,759.0,837.0,759.0,837.0,121000,,,,,,,,,,,,,,,
名２,6025,日本ＰＣサ,525.0,590.0,506.0,590.0,6900,,,,,,,,,,,,,,,
東マ,6026,ＧＭＯＴＥＣＨ,5100.0,5280.0,5000.0,5280.0,5800,,,,,,,,,,,,,,,
東マ,6027,弁護士ドット,1950.0,2100.0,1950.0,2095.0,11000,,,,,,,,,,,,,,,
東１,6028,テクノプロＨＤ,3195.0,3260.0,3145.0,3195.0,492400,,,,,,,,,,,,,,,
東マ,6029,アトラ,2345.0,2550.0,2238.0,2545.0,22500,,,,,,,,,,,,,,,
東マ,6030,アドベンチャー,4880.0,5260.0,4550.0,5150.0,127700,,,,,,,,,,,,,,,
東マ,6031,サイジニア,4800.0,5010.0,4700.0,4950.0,53000,,,,,,,,,,,,,,,
東マ,6032,インタワークス,1770.0,1785.0,1705.0,1785.0,1200,,,,,,,,,,,,,,,
東マ,6033,エクストリーム,1868.0,2060.0,1868.0,2060.0,9600,,,,,,,,,,,,,,,
東マ,6034,ＭＲＴ,1113.0,1213.0,1100.0,1199.0,18500,,,,,,,,,,,,,,,
ＪＱ,6035,ＩＲＪＨＤ,750.0,760.0,730.0,760.0,18100,,,,,,,,,,,,,,,
東マ,6036,ＫｅｅＰｅｒ,2317.0,2335.0,2271.0,2332.0,8700,,,,,,,,,,,,,,,
東マ,6037,ファーストロジ,1890.0,2020.0,1860.0,2014.0,50700,,,,,,,,,,,,,,,
東マ,6038,イード,1223.0,1335.0,1170.0,1321.0,21500,,,,,,,,,,,,,,,
東マ,6039,ＪＡＲＭｅＣ,1499.0,1500.0,1446.0,1500.0,28000,,,,,,,,,,,,,,,
東マ,6040,日本スキー,4830.0,4900.0,4760.0,4895.0,3100,,,,,,,,,,,,,,,
東２,6042,ニッキ,320.0,320.0,320.0,320.0,2000,,,,,,,,,,,,,,,
ＪＱ,6044,三機サービス,1549.0,1587.0,1517.0,1577.0,10500,,,,,,,,,,,,,,,
東マ,6045,レントラックス,2545.0,2770.0,2466.0,2686.0,136000,,,,,,,,,,,,,,,
東マ,6046,リンクバル,1445.0,1480.0,1400.0,1443.0,16600,,,,,,,,,,,,,,,
東マ,6047,Ｇｕｎｏｓｙ,1090.0,1152.0,1050.0,1144.0,191300,,,,,,,,,,,,,,,
東マ,6048,デザインワン,4575.0,4700.0,4300.0,4530.0,74400,,,,,,,,,,,,,,,
東マ,6049,イトクロ,1513.0,1543.0,1495.0,1527.0,21800,,,,,,,,,,,,,,,
東マ,6050,ＥＧ,2115.0,2250.0,2067.0,2222.0,70700,,,,,,,,,,,,,,,
東２,6053,栄光ＨＤ,1546.0,1546.0,1546.0,1546.0,1000,,,,,,,,,,,,,,,
東１,6054,リブセンス,406.0,449.0,406.0,438.0,124000,,,,,,,,,,,,,,,
東１,6055,Ｊマテリアル,1818.0,1818.0,1725.0,1771.0,75200,,,,,,,,,,,,,,,
東１,6058,ベクトル,1680.0,1785.0,1680.0,1760.0,168600,,,,,,,,,,,,,,,
東１,6059,ウチヤマＨＤ,452.0,482.0,452.0,475.0,51800,,,,,,,,,,,,,,,
ＪＱ,6060,こころネット,853.0,895.0,853.0,875.0,123000,,,,,,,,,,,,,,,
ＪＱ,6061,ユニバ園芸,1480.0,1533.0,1480.0,1500.0,12000,,,,,,,,,,,,,,,
ＪＱ,6062,チャームケア,1283.0,1320.0,1280.0,1307.0,44800,,,,,,,,,,,,,,,
ＪＱ,6063,ＥＡＪ,1900.0,1947.0,1825.0,1940.0,11700,,,,,,,,,,,,,,,
東マ,6064,アクトコール,1255.0,1343.0,1255.0,1340.0,13700,,,,,,,,,,,,,,,
東１,6065,サクセスＨＤ,1122.0,1141.0,1074.0,1119.0,9900,,,,,,,,,,,,,,,
東マ,6067,メディアＦ,558.0,602.0,558.0,602.0,125800,,,,,,,,,,,,,,,
東マ,6069,トレンダーズ,553.0,598.0,553.0,598.0,13900,,,,,,,,,,,,,,,
東１,6070,キャリアリンク,2376.0,2376.0,2197.0,2227.0,160000,,,,,,,,,,,,,,,
東１,6071,ＩＢＪ,1357.0,1417.0,1339.0,1417.0,106600,,,,,,,,,,,,,,,
東マ,6072,地盤ＨＤ,333.0,333.0,309.0,330.0,76700,,,,,,,,,,,,,,,
東１,6073,アサンテ,1450.0,1534.0,1429.0,1530.0,29100,,,,,,,,,,,,,,,
ＪＱ,6074,ＪＳＳ,645.0,650.0,635.0,645.0,6000,,,,,,,,,,,,,,,
東マ,6075,フォトクリ,1250.0,1295.0,1250.0,1294.0,3900,,,,,,,,,,,,,,,
東１,6077,Ｎフィールド,1576.0,1666.0,1550.0,1618.0,29500,,,,,,,,,,,,,,,
東２,6078,バリューＨＲ,1434.0,1435.0,1380.0,1430.0,20900,,,,,,,,,,,,,,,
東マ,6079,エナリス,204.0,229.0,204.0,224.0,348500,,,,,,,,,,,,,,,
東１,6080,Ｍ＆Ａキャピ,3705.0,3865.0,3620.0,3815.0,53400,,,,,,,,,,,,,,,
東マ,6081,アライドアーキ,500.0,535.0,500.0,525.0,19800,,,,,,,,,,,,,,,
東マ,6082,ライドオンＥＸ,1061.0,1098.0,1061.0,1098.0,86900,,,,,,,,,,,,,,,
東１,6083,ＥＲＩＨＤ,755.0,782.0,739.0,745.0,31200,,,,,,,,,,,,,,,
東マ,6084,オウチーノ,1083.0,1170.0,1083.0,1169.0,11700,,,,,,,,,,,,,,,
東マ,6085,アーキテクツＳ,2500.0,2592.0,2495.0,2500.0,6300,,,,,,,,,,,,,,,
東マ,6086,シンプロメンテ,960.0,988.0,960.0,980.0,2800,,,,,,,,,,,,,,,
東１,6087,アビスト,1400.0,1411.0,1361.0,1397.0,18200,,,,,,,,,,,,,,,
東マ,6088,シグマクシス,490.0,520.0,485.0,513.0,397100,,,,,,,,,,,,,,,
東１,6089,ウィルグループ,1658.0,1777.0,1650.0,1686.0,92500,,,,,,,,,,,,,,,
東マ,6090,ＨＭＴ,906.0,986.0,906.0,953.0,45700,,,,,,,,,,,,,,,
東２,6091,ウエスコＨＤ,321.0,352.0,321.0,345.0,43900,,,,,,,,,,,,,,,
東マ,6092,エンバイオＨＤ,965.0,1015.0,920.0,995.0,944100,,,,,,,,,,,,,,,
ＪＱ,6093,エスクロＡＪ,8850.0,9300.0,8810.0,9100.0,47000,,,,,,,,,,,,,,,
東マ,6094,フリークアウト,1266.0,1450.0,1266.0,1420.0,46100,,,,,,,,,,,,,,,
東マ,6095,メドピア,730.0,803.0,730.0,784.0,288400,,,,,,,,,,,,,,,
東マ,6096,レアジョブ,2089.0,2200.0,2051.0,2199.0,12500,,,,,,,,,,,,,,,
東１,6097,ビューホテル,2199.0,2329.0,2138.0,2285.0,37800,,,,,,,,,,,,,,,
東１,6098,リクルート,3500.0,3710.0,3485.0,3690.0,2414700,,,,,,,,,,,,,,,
東マ,6099,エラン,1120.0,1173.0,1100.0,1165.0,18200,,,,,,,,,,,,,,,
東１,6101,ツガミ,483.0,510.0,478.0,500.0,872000,,,,,,,,,,,,,,,
東１,6103,オークマ,926.0,960.0,921.0,953.0,2440000,,,,,,,,,,,,,,,
東１,6104,東芝機,421.0,430.0,413.0,426.0,798000,,,,,,,,,,,,,,,
名２,6111,旭精機,245.0,245.0,237.0,244.0,6000,,,,,,,,,,,,,,,
東２,6112,小島鉄,106.0,108.0,102.0,108.0,54000,,,,,,,,,,,,,,,
東１,6113,アマダＨＤ,1010.0,1058.0,1010.0,1049.0,3205900,,,,,,,,,,,,,,,
東１,6118,アイダ,1074.0,1149.0,1030.0,1131.0,930300,,,,,,,,,,,,,,,
東１,6121,滝沢鉄,180.0,184.0,177.0,183.0,422000,,,,,,,,,,,,,,,
東２,6125,岡本工,145.0,154.0,145.0,152.0,154000,,,,,,,,,,,,,,,
東２,6131,浜井産,100.0,105.0,100.0,105.0,34000,,,,,,,,,,,,,,,
東１,6134,富士機,1018.0,1057.0,1000.0,1039.0,316500,,,,,,,,,,,,,,,
東１,6135,牧野フ,901.0,947.0,893.0,934.0,2057000,,,,,,,,,,,,,,,
東１,6136,ＯＳＧ,2190.0,2304.0,2189.0,2283.0,789100,,,,,,,,,,,,,,,
東２,6137,小池工,319.0,334.0,308.0,334.0,26000,,,,,,,,,,,,,,,
東１,6138,ダイジェト,169.0,177.0,169.0,177.0,107000,,,,,,,,,,,,,,,
東１,6140,旭ダイヤ,1158.0,1158.0,1086.0,1101.0,1116100,,,,,,,,,,,,,,,
東１,6141,ＤＭＧ森精機,1601.0,1680.0,1582.0,1664.0,2815000,,,,,,,,,,,,,,,
名２,6142,富士精,365.0,365.0,351.0,363.0,10000,,,,,,,,,,,,,,,
東１,6143,ソディック,768.0,805.0,743.0,802.0,904400,,,,,,,,,,,,,,,
東２,6144,西電機,730.0,741.0,730.0,741.0,1200,,,,,,,,,,,,,,,
ＪＱ,6145,日特エンシ,990.0,1018.0,990.0,1011.0,27100,,,,,,,,,,,,,,,
東１,6146,ディスコ,8680.0,9020.0,8580.0,8970.0,293300,,,,,,,,,,,,,,,
ＪＱ,6147,ヤマザキ,455.0,478.0,455.0,478.0,1300,,,,,,,,,,,,,,,
ＪＱ,6149,小田原,618.0,620.0,592.0,617.0,19800,,,,,,,,,,,,,,,
ＪＱ,6150,タケダ機,310.0,328.0,310.0,325.0,29000,,,,,,,,,,,,,,,
東１,6151,日東器,2293.0,2407.0,2275.0,2343.0,29800,,,,,,,,,,,,,,,
東２,6155,高松機,839.0,930.0,820.0,921.0,32800,,,,,,,,,,,,,,,
ＪＱ,6156,エワン精密,3515.0,3575.0,3490.0,3570.0,2500,,,,,,,,,,,,,,,
ＪＱ,6157,日進工,2075.0,2182.0,2062.0,2182.0,6400,,,,,,,,,,,,,,,
ＪＱ,6158,和井田,450.0,465.0,440.0,465.0,10100,,,,,,,,,,,,,,,
ＪＱ,6159,ミクロン精,3400.0,3700.0,3400.0,3685.0,2000,,,,,,,,,,,,,,,
東マ,6161,エスティック,2260.0,2299.0,2250.0,2267.0,1300,,,,,,,,,,,,,,,
ＪＱ,6163,Ｈ＆Ｆ,1200.0,1222.0,1169.0,1201.0,4200,,,,,,,,,,,,,,,
ＪＱ,6164,太陽工機,1395.0,1461.0,1358.0,1442.0,10500,,,,,,,,,,,,,,,
東１,6165,パンチ,914.0,914.0,871.0,893.0,54300,,,,,,,,,,,,,,,
東マ,6166,中村超硬,2162.0,2201.0,2053.0,2147.0,22200,,,,,,,,,,,,,,,
東２,6167,冨士ダイス,515.0,559.0,515.0,555.0,73300,,,,,,,,,,,,,,,
東１,6201,豊田織,5550.0,5780.0,5500.0,5740.0,1255700,,,,,,,,,,,,,,,
東１,6203,豊和工,663.0,666.0,650.0,660.0,59500,,,,,,,,,,,,,,,
東１,6205,ＯＫＫ,140.0,143.0,138.0,143.0,574000,,,,,,,,,,,,,,,
東１,6208,石川製,89.0,91.0,88.0,91.0,502000,,,,,,,,,,,,,,,
東１,6210,洋機械,387.0,413.0,386.0,407.0,78700,,,,,,,,,,,,,,,
東１,6217,津田駒,114.0,117.0,113.0,117.0,224000,,,,,,,,,,,,,,,
東１,6218,エンシュウ,100.0,104.0,100.0,104.0,271000,,,,,,,,,,,,,,,
東１,6222,島精機,1662.0,1679.0,1618.0,1670.0,143800,,,,,,,,,,,,,,,
ＪＱ,6239,ナガオカ,1700.0,1700.0,1640.0,1640.0,1300,,,,,,,,,,,,,,,
東２,6240,ヤマシンフィル,1050.0,1087.0,1041.0,1070.0,15000,,,,,,,,,,,,,,,
東２,6245,ヒラノテク,798.0,798.0,776.0,788.0,9800,,,,,,,,,,,,,,,
東２,6246,テクノスマート,403.0,420.0,403.0,420.0,8000,,,,,,,,,,,,,,,
東１,6247,日阪製,950.0,979.0,923.0,977.0,65000,,,,,,,,,,,,,,,
ＪＱ,6248,横田製作所,929.0,1000.0,929.0,1000.0,1400,,,,,,,,,,,,,,,
ＪＱ,6249,ＧＣジョイコ,1616.0,1625.0,1603.0,1624.0,2900,,,,,,,,,,,,,,,
東１,6250,やまびこ,4000.0,4085.0,3915.0,4055.0,56800,,,,,,,,,,,,,,,
ＪＱ,6254,野村マイクロ,280.0,288.0,280.0,288.0,16600,,,,,,,,,,,,,,,
東マ,6255,ＮＰＣ,196.0,214.0,196.0,214.0,268900,,,,,,,,,,,,,,,
ＪＱ,6256,ニューフレア,4300.0,4465.0,4235.0,4380.0,38800,,,,,,,,,,,,,,,
ＪＱ,6257,藤商事,1327.0,1362.0,1315.0,1351.0,23200,,,,,,,,,,,,,,,
ＪＱ,6258,平田機工,874.0,920.0,859.0,906.0,11800,,,,,,,,,,,,,,,
ＪＱ,6259,大崎エンジ,415.0,430.0,410.0,430.0,6400,,,,,,,,,,,,,,,
東１,6262,ペガサス,427.0,444.0,417.0,431.0,288600,,,,,,,,,,,,,,,
東マ,6264,マルマエ,1789.0,1789.0,1710.0,1788.0,11900,,,,,,,,,,,,,,,
ＪＱ,6265,妙徳,280.0,290.0,280.0,290.0,7000,,,,,,,,,,,,,,,
ＪＱ,6266,タツモ,981.0,1056.0,981.0,1034.0,12100,,,,,,,,,,,,,,,
ＪＱ,6267,ゼネパッカー,379.0,379.0,358.0,375.0,12000,,,,,,,,,,,,,,,
東１,6268,ナブテスコ,2355.0,2443.0,2348.0,2428.0,1515600,,,,,,,,,,,,,,,
東１,6269,三井海,1501.0,1548.0,1476.0,1538.0,310500,,,,,,,,,,,,,,,
東２,6271,ニッセイ,1000.0,1000.0,960.0,980.0,32500,,,,,,,,,,,,,,,
東１,6272,レオン自機,515.0,535.0,515.0,528.0,41700,,,,,,,,,,,,,,,
東１,6273,ＳＭＣ,27915.0,29085.0,27600.0,28865.0,459900,,,,,,,,,,,,,,,
東１,6274,新川,654.0,675.0,651.0,671.0,168300,,,,,,,,,,,,,,,
東１,6277,ホソカワミクロ,536.0,551.0,528.0,549.0,122000,,,,,,,,,,,,,,,
東１,6278,ユニオンツール,3565.0,3600.0,3500.0,3510.0,121200,,,,,,,,,,,,,,,
東２,6279,瑞光,4150.0,4345.0,4150.0,4345.0,11700,,,,,,,,,,,,,,,
名２,6280,名機製,85.0,85.0,85.0,85.0,2000,,,,,,,,,,,,,,,
ＪＱ,6281,前田製,320.0,328.0,320.0,327.0,3000,,,,,,,,,,,,,,,
東１,6282,オイレス工,1842.0,1860.0,1790.0,1817.0,151700,,,,,,,,,,,,,,,
東１,6284,ＡＳＢ機械,2159.0,2269.0,2157.0,2252.0,58000,,,,,,,,,,,,,,,
ＪＱ,6286,靜甲,541.0,555.0,531.0,555.0,3100,,,,,,,,,,,,,,,
東１,6287,サトーＨＤ,2510.0,2609.0,2491.0,2515.0,141600,,,,,,,,,,,,,,,
東２,6289,技研製,1483.0,1574.0,1477.0,1544.0,69400,,,,,,,,,,,,,,,
東１,6291,エアーテック,617.0,644.0,617.0,640.0,47700,,,,,,,,,,,,,,,
東２,6292,カワタ,458.0,463.0,458.0,463.0,5000,,,,,,,,,,,,,,,
東１,6293,日樹工,902.0,922.0,877.0,893.0,208500,,,,,,,,,,,,,,,
東２,6294,オカタアイヨン,1024.0,1098.0,1008.0,1084.0,33400,,,,,,,,,,,,,,,
名２,6295,富士変速,253.0,258.0,247.0,247.0,300,,,,,,,,,,,,,,,
ＪＱ,6297,鉱研工,663.0,707.0,663.0,700.0,66400,,,,,,,,,,,,,,,
東１,6298,ワイエイシイ,811.0,830.0,790.0,827.0,83600,,,,,,,,,,,,,,,
東２,6299,神鋼環,522.0,539.0,522.0,539.0,81000,,,,,,,,,,,,,,,
東２,6300,アピック,157.0,171.0,154.0,167.0,149000,,,,,,,,,,,,,,,
東１,6301,コマツ,1966.0,1984.5,1891.5,1962.0,16245700,,,,,,,,,,,,,,,
東１,6302,住友機,496.0,520.0,482.0,514.0,8782000,,,,,,,,,,,,,,,
東２,6303,ササクラ,560.0,587.0,557.0,557.0,5000,,,,,,,,,,,,,,,
東１,6305,日立建,1701.0,1728.0,1654.0,1705.0,2906800,,,,,,,,,,,,,,,
東１,6306,日工,366.0,376.0,366.0,376.0,65000,,,,,,,,,,,,,,,
東２,6307,サンセイ,192.0,197.0,192.0,197.0,9000,,,,,,,,,,,,,,,
東１,6309,巴工業,1527.0,1582.0,1505.0,1575.0,18900,,,,,,,,,,,,,,,
東１,6310,井関農,188.0,189.0,185.0,188.0,1328000,,,,,,,,,,,,,,,
ＪＱ,6312,フロイント,1289.0,1364.0,1289.0,1357.0,17800,,,,,,,,,,,,,,,
ＪＱ,6314,石井工,260.0,264.0,243.0,251.0,74800,,,,,,,,,,,,,,,
東１,6315,ＴＯＷＡ,676.0,719.0,670.0,717.0,191000,,,,,,,,,,,,,,,
東１,6316,丸山製,196.0,197.0,190.0,197.0,139000,,,,,,,,,,,,,,,
東１,6317,北川鉄,276.0,292.0,274.0,292.0,810000,,,,,,,,,,,,,,,
東１,6319,シンニッタン,495.0,506.0,488.0,498.0,76300,,,,,,,,,,,,,,,
東２,6322,タクミナ,810.0,826.0,810.0,826.0,700,,,,,,,,,,,,,,,
ＪＱ,6323,ローツェ,549.0,591.0,549.0,591.0,109800,,,,,,,,,,,,,,,
ＪＱ,6324,ハーモニック,1611.0,1694.0,1610.0,1680.0,261900,,,,,,,,,,,,,,,
東２,6325,タカキタ,410.0,410.0,392.0,406.0,13200,,,,,,,,,,,,,,,
東１,6326,クボタ,1762.5,1818.0,1751.0,1800.0,5789000,,,,,,,,,,,,,,,
ＪＱ,6327,北川精,315.0,325.0,300.0,320.0,65300,,,,,,,,,,,,,,,
東１,6328,荏原実,1335.0,1380.0,1316.0,1367.0,17100,,,,,,,,,,,,,,,
東１,6330,洋エンジ,291.0,301.0,286.0,299.0,1544000,,,,,,,,,,,,,,,
東１,6331,化工機,290.0,293.0,285.0,290.0,462000,,,,,,,,,,,,,,,
東１,6332,月島機,960.0,1019.0,960.0,1014.0,85700,,,,,,,,,,,,,,,
東１,6333,帝国電,777.0,777.0,758.0,766.0,274100,,,,,,,,,,,,,,,
東２,6334,明治機,161.0,176.0,161.0,172.0,70700,,,,,,,,,,,,,,,
東１,6335,東京機,61.0,64.0,60.0,64.0,820000,,,,,,,,,,,,,,,
東２,6336,石井表,529.0,537.0,510.0,528.0,11100,,,,,,,,,,,,,,,
ＪＱ,6337,テセック,583.0,603.0,583.0,595.0,13400,,,,,,,,,,,,,,,
東２,6338,タカトリ,438.0,438.0,412.0,421.0,6200,,,,,,,,,,,,,,,
東１,6339,新東工,908.0,958.0,907.0,954.0,115100,,,,,,,,,,,,,,,
東１,6340,渋谷工,1940.0,2030.0,1939.0,2020.0,51600,,,,,,,,,,,,,,,
東２,6342,太平製,236.0,245.0,230.0,241.0,107000,,,,,,,,,,,,,,,
東２,6343,フリジアマク,25.0,27.0,25.0,27.0,2974000,,,,,,,,,,,,,,,
東１,6345,アイチコーポ,685.0,707.0,680.0,704.0,96600,,,,,,,,,,,,,,,
東２,6346,キクカワ,278.0,278.0,278.0,278.0,1000,,,,,,,,,,,,,,,
ＪＱ,6347,プラコー,106.0,111.0,104.0,106.0,250000,,,,,,,,,,,,,,,
東１,6349,小森,1281.0,1329.0,1241.0,1314.0,434000,,,,,,,,,,,,,,,
東１,6351,鶴見製,1621.0,1719.0,1621.0,1716.0,26700,,,,,,,,,,,,,,,
東１,6355,住友精,430.0,444.0,430.0,441.0,104000,,,,,,,,,,,,,,,
東２,6356,日ギア,321.0,341.0,321.0,339.0,29000,,,,,,,,,,,,,,,
東２,6357,三精テクノ,622.0,642.0,618.0,637.0,67700,,,,,,,,,,,,,,,
東１,6358,酒井重,230.0,240.0,229.0,240.0,113000,,,,,,,,,,,,,,,
東２,6360,東自機,166.0,167.0,161.0,165.0,34000,,,,,,,,,,,,,,,
東１,6361,荏原,469.0,479.0,463.0,478.0,4707000,,,,,,,,,,,,,,,
東１,6362,石井鉄,186.0,190.0,185.0,188.0,175000,,,,,,,,,,,,,,,
東１,6363,酉島製,766.0,782.0,743.0,763.0,196300,,,,,,,,,,,,,,,
東１,6364,北越工,734.0,765.0,733.0,763.0,72800,,,,,,,,,,,,,,,
東２,6365,電業社,1869.0,1869.0,1828.0,1854.0,2400,,,,,,,,,,,,,,,
東１,6366,千代建,829.0,857.0,810.0,853.0,4946000,,,,,,,,,,,,,,,
東１,6367,ダイキン,6920.0,7323.0,6855.0,7282.0,2527300,,,,,,,,,,,,,,,
東１,6368,オルガノ,453.0,470.0,452.0,467.0,128000,,,,,,,,,,,,,,,
東１,6369,トーヨーカネツ,202.0,208.0,199.0,202.0,310000,,,,,,,,,,,,,,,
東１,6370,栗田工,2401.0,2471.0,2386.0,2450.0,902400,,,,,,,,,,,,,,,
東１,6371,椿本チ,892.0,918.0,881.0,909.0,548000,,,,,,,,,,,,,,,
東１,6373,大同工,198.0,212.0,198.0,206.0,54000,,,,,,,,,,,,,,,
東１,6375,日コンベヤ,168.0,172.0,165.0,169.0,400000,,,,,,,,,,,,,,,
東１,6376,日機装,922.0,955.0,915.0,946.0,318900,,,,,,,,,,,,,,,
東１,6378,木村化,530.0,559.0,525.0,556.0,200900,,,,,,,,,,,,,,,
東１,6379,新興プラン,942.0,953.0,923.0,946.0,103600,,,,,,,,,,,,,,,
東２,6380,オリチエン,119.0,119.0,113.0,118.0,119000,,,,,,,,,,,,,,,
東１,6381,アネストイワタ,860.0,860.0,821.0,837.0,142700,,,,,,,,,,,,,,,
東２,6382,トリニ工,426.0,426.0,419.0,419.0,4000,,,,,,,,,,,,,,,
東１,6383,ダイフク,1643.0,1734.0,1643.0,1721.0,1375300,,,,,,,,,,,,,,,
ＪＱ,6384,昭真空,501.0,523.0,486.0,521.0,40200,,,,,,,,,,,,,,,
東１,6387,サムコ,961.0,1015.0,955.0,1009.0,18300,,,,,,,,,,,,,,,
東１,6390,加藤製,516.0,538.0,516.0,536.0,456000,,,,,,,,,,,,,,,
東２,6391,加地テック,337.0,352.0,330.0,352.0,20000,,,,,,,,,,,,,,,
東２,6392,ヤマダ,338.0,342.0,324.0,342.0,46000,,,,,,,,,,,,,,,
東１,6393,油研工,227.0,235.0,222.0,230.0,95000,,,,,,,,,,,,,,,
東１,6395,タダノ,1570.0,1618.0,1554.0,1602.0,511000,,,,,,,,,,,,,,,
東２,6396,宇野鉄,176.0,178.0,176.0,178.0,13000,,,,,,,,,,,,,,,
東２,6397,郷鉄工,178.0,195.0,177.0,194.0,248000,,,,,,,,,,,,,,,
ＪＱ,6400,不二精,111.0,121.0,111.0,121.0,33500,,,,,,,,,,,,,,,
東２,6402,兼松エンジ,950.0,1000.0,950.0,995.0,15400,,,,,,,,,,,,,,,
ＪＱ,6403,水道機,304.0,310.0,304.0,307.0,7000,,,,,,,,,,,,,,,
ＪＱ,6405,鈴茂器,998.0,1014.0,970.0,1009.0,10800,,,,,,,,,,,,,,,
東１,6406,フジテック,1043.0,1046.0,1011.0,1036.0,290500,,,,,,,,,,,,,,,
東１,6407,ＣＫＤ,1065.0,1102.0,1055.0,1090.0,350900,,,,,,,,,,,,,,,
ＪＱ,6408,小倉クラ,326.0,330.0,325.0,330.0,9000,,,,,,,,,,,,,,,
東１,6409,キトー,985.0,999.0,966.0,984.0,187500,,,,,,,,,,,,,,,
ＪＱ,6411,中野冷,3350.0,3350.0,3350.0,3350.0,100,,,,,,,,,,,,,,,
東１,6412,平和,2300.0,2349.0,2287.0,2347.0,716300,,,,,,,,,,,,,,,
東１,6413,理想科,2181.0,2233.0,2133.0,2221.0,99300,,,,,,,,,,,,,,,
ＪＱ,6416,桂川電,205.0,210.0,205.0,210.0,10000,,,,,,,,,,,,,,,
東１,6417,ＳＡＮＫＹＯ,4330.0,4435.0,4310.0,4430.0,472400,,,,,,,,,,,,,,,
東１,6418,金銭機,1296.0,1377.0,1295.0,1366.0,159800,,,,,,,,,,,,,,,
東１,6419,マース,1998.0,2015.0,1980.0,1989.0,39200,,,,,,,,,,,,,,,
東１,6420,福島工,2430.0,2535.0,2365.0,2417.0,46700,,,,,,,,,,,,,,,
ＪＱ,6424,高見サイ,334.0,355.0,334.0,355.0,4000,,,,,,,,,,,,,,,
ＪＱ,6425,ユニバーサル,2171.0,2316.0,2155.0,2303.0,241000,,,,,,,,,,,,,,,
東１,6428,オーイズミ,585.0,626.0,585.0,620.0,52700,,,,,,,,,,,,,,,
東１,6430,ダイコク電,1680.0,1689.0,1631.0,1686.0,84200,,,,,,,,,,,,,,,
東１,6432,竹内製作所,6260.0,6270.0,6060.0,6200.0,309700,,,,,,,,,,,,,,,
ＪＱ,6433,ヒーハイスト,166.0,175.0,164.0,174.0,49000,,,,,,,,,,,,,,,
東１,6436,アマノ,1421.0,1456.0,1402.0,1444.0,275000,,,,,,,,,,,,,,,
名２,6439,中鋳工,82.0,82.0,82.0,82.0,25000,,,,,,,,,,,,,,,
東１,6440,ＪＵＫＩ,1400.0,1441.0,1350.0,1417.0,465100,,,,,,,,,,,,,,,
東１,6444,サンデンＨＤ,416.0,433.0,410.0,428.0,1091000,,,,,,,,,,,,,,,
東１,6445,蛇の目,94.0,99.0,93.0,98.0,2954000,,,,,,,,,,,,,,,
東１,6448,ブラザー,1556.0,1639.0,1522.0,1621.0,2096100,,,,,,,,,,,,,,,
東１,6454,マックス,1130.0,1184.0,1130.0,1173.0,36000,,,,,,,,,,,,,,,
東１,6455,モリタＨＤ,1092.0,1130.0,1092.0,1128.0,42600,,,,,,,,,,,,,,,
東１,6457,グローリー,3010.0,3130.0,3005.0,3115.0,172600,,,,,,,,,,,,,,,
東１,6458,シンコウ工,1163.0,1192.0,1160.0,1171.0,44600,,,,,,,,,,,,,,,
